date,city,country,continent,latitude,longitude,temp_c,weather
2015-10-31,圣保罗,巴西,南美,-23.55,-46.63,20.2,多云
2015-10-31,悉尼,澳大利亚,大洋洲,-33.87,151.21,17.1,多云
2015-10-31,开普敦,南非,非洲,-33.92,18.42,18.3,雨
2015-11-01,北京,中国,亚洲,39.9,116.4,9.4,雨
2015-11-01,上海,中国,亚洲,31.23,121.47,14.5,晴
2015-11-01,东京,日本,亚洲,35.68,139.69,15.9,晴
2015-11-01,新加坡,新加坡,亚洲,1.35,103.82,27.7,雨
2015-11-01,孟买,印度,亚洲,19.08,72.88,29.2,晴
2015-11-01,伦敦,英国,欧洲,51.51,-0.13,7.8,晴
2015-11-01,巴黎,法国,欧洲,48.86,2.35,10.0,晴
2015-11-01,纽约,美国,北美,40.71,-74.01,12.0,晴
2015-11-01,洛杉矶,美国,北美,34.05,-118.24,14.0,晴
2015-11-01,圣保罗,巴西,南美,-23.55,-46.63,18.6,多云
2015-11-01,悉尼,澳大利亚,大洋洲,-33.87,151.21,20.3,晴
2015-11-01,开普敦,南非,非洲,-33.92,18.42,19.2,晴
2015-11-02,北京,中国,亚洲,39.9,116.4,8.6,多云
2015-11-02,上海,中国,亚洲,31.23,121.47,12.3,晴
2015-11-02,东京,日本,亚洲,35.68,139.69,14.8,晴
2015-11-02,新加坡,新加坡,亚洲,1.35,103.82,26.4,晴
2015-11-02,孟买,印度,亚洲,19.08,72.88,29.4,晴
2015-11-02,伦敦,英国,欧洲,51.51,-0.13,8.6,雾
2015-11-02,巴黎,法国,欧洲,48.86,2.35,11.3,多云
2015-11-02,纽约,美国,北美,40.71,-74.01,11.6,晴
2015-11-02,洛杉矶,美国,北美,34.05,-118.24,15.4,晴
2015-11-02,圣保罗,巴西,南美,-23.55,-46.63,21.8,晴
2015-11-02,悉尼,澳大利亚,大洋洲,-33.87,151.21,18.3,多云
2015-11-02,开普敦,南非,非洲,-33.92,18.42,19.3,雨
2015-11-03,北京,中国,亚洲,39.9,116.4,10.0,多云
2015-11-03,上海,中国,亚洲,31.23,121.47,16.5,雨
2015-11-03,东京,日本,亚洲,35.68,139.69,11.4,雨
2015-11-03,新加坡,新加坡,亚洲,1.35,103.82,27.4,晴
2015-11-03,孟买,印度,亚洲,19.08,72.88,26.8,雨
2015-11-03,伦敦,英国,欧洲,51.51,-0.13,7.9,多云
2015-11-03,巴黎,法国,欧洲,48.86,2.35,11.5,雨
2015-11-03,纽约,美国,北美,40.71,-74.01,10.7,雨
2015-11-03,洛杉矶,美国,北美,34.05,-118.24,18.2,晴
2015-11-03,圣保罗,巴西,南美,-23.55,-46.63,19.0,晴
2015-11-03,悉尼,澳大利亚,大洋洲,-33.87,151.21,18.7,晴
2015-11-03,开普敦,南非,非洲,-33.92,18.42,17.8,雨
2015-11-04,北京,中国,亚洲,39.9,116.4,8.4,晴
2015-11-04,上海,中国,亚洲,31.23,121.47,12.5,晴
2015-11-04,东京,日本,亚洲,35.68,139.69,14.3,雨
2015-11-04,新加坡,新加坡,亚洲,1.35,103.82,25.3,雨
2015-11-04,孟买,印度,亚洲,19.08,72.88,24.5,多云
2015-11-04,伦敦,英国,欧洲,51.51,-0.13,11.0,晴
2015-11-04,巴黎,法国,欧洲,48.86,2.35,10.0,多云
2015-11-04,纽约,美国,北美,40.71,-74.01,7.9,雨
2015-11-04,洛杉矶,美国,北美,34.05,-118.24,18.1,雨
2015-11-04,圣保罗,巴西,南美,-23.55,-46.63,19.2,多云
2015-11-04,悉尼,澳大利亚,大洋洲,-33.87,151.21,21.8,晴
2015-11-04,开普敦,南非,非洲,-33.92,18.42,17.3,多云
2015-11-05,北京,中国,亚洲,39.9,116.4,8.0,晴
2015-11-05,上海,中国,亚洲,31.23,121.47,14.4,晴
2015-11-05,东京,日本,亚洲,35.68,139.69,14.3,晴
2015-11-05,新加坡,新加坡,亚洲,1.35,103.82,25.4,多云
2015-11-05,孟买,印度,亚洲,19.08,72.88,23.9,晴
2015-11-05,伦敦,英国,欧洲,51.51,-0.13,6.7,晴
2015-11-05,巴黎,法国,欧洲,48.86,2.35,9.1,多云
2015-11-05,纽约,美国,北美,40.71,-74.01,11.4,多云
2015-11-05,洛杉矶,美国,北美,34.05,-118.24,16.2,雨
2015-11-05,圣保罗,巴西,南美,-23.55,-46.63,22.6,多云
2015-11-05,悉尼,澳大利亚,大洋洲,-33.87,151.21,19.9,雨
2015-11-05,开普敦,南非,非洲,-33.92,18.42,19.3,晴
2015-11-06,北京,中国,亚洲,39.9,116.4,9.1,晴
2015-11-06,上海,中国,亚洲,31.23,121.47,14.4,多云
2015-11-06,东京,日本,亚洲,35.68,139.69,13.0,多云
2015-11-06,新加坡,新加坡,亚洲,1.35,103.82,24.3,多云
2015-11-06,孟买,印度,亚洲,19.08,72.88,27.2,晴
2015-11-06,伦敦,英国,欧洲,51.51,-0.13,10.3,晴
2015-11-06,巴黎,法国,欧洲,48.86,2.35,9.8,多云
2015-11-06,纽约,美国,北美,40.71,-74.01,11.1,多云
2015-11-06,洛杉矶,美国,北美,34.05,-118.24,14.0,雨
2015-11-06,圣保罗,巴西,南美,-23.55,-46.63,18.5,多云
2015-11-06,悉尼,澳大利亚,大洋洲,-33.87,151.21,15.6,晴
2015-11-06,开普敦,南非,非洲,-33.92,18.42,19.4,多云
2015-11-07,北京,中国,亚洲,39.9,116.4,6.9,多云
2015-11-07,上海,中国,亚洲,31.23,121.47,13.1,雨
2015-11-07,东京,日本,亚洲,35.68,139.69,12.5,晴
2015-11-07,新加坡,新加坡,亚洲,1.35,103.82,28.1,晴
2015-11-07,孟买,印度,亚洲,19.08,72.88,26.0,晴
2015-11-07,伦敦,英国,欧洲,51.51,-0.13,6.6,晴
2015-11-07,巴黎,法国,欧洲,48.86,2.35,7.2,晴
2015-11-07,纽约,美国,北美,40.71,-74.01,7.6,晴
2015-11-07,洛杉矶,美国,北美,34.05,-118.24,16.1,多云
2015-11-07,圣保罗,巴西,南美,-23.55,-46.63,19.9,晴
2015-11-07,悉尼,澳大利亚,大洋洲,-33.87,151.21,21.2,晴
2015-11-07,开普敦,南非,非洲,-33.92,18.42,18.0,雨
2015-11-08,北京,中国,亚洲,39.9,116.4,8.1,雨
2015-11-08,上海,中国,亚洲,31.23,121.47,15.6,多云
2015-11-08,东京,日本,亚洲,35.68,139.69,12.9,雨
2015-11-08,新加坡,新加坡,亚洲,1.35,103.82,26.8,晴
2015-11-08,孟买,印度,亚洲,19.08,72.88,25.6,雨
2015-11-08,伦敦,英国,欧洲,51.51,-0.13,10.2,雨
2015-11-08,巴黎,法国,欧洲,48.86,2.35,10.4,雨
2015-11-08,纽约,美国,北美,40.71,-74.01,9.9,雨
2015-11-08,洛杉矶,美国,北美,34.05,-118.24,16.2,晴
2015-11-08,圣保罗,巴西,南美,-23.55,-46.63,21.0,多云
2015-11-08,悉尼,澳大利亚,大洋洲,-33.87,151.21,22.5,多云
2015-11-08,开普敦,南非,非洲,-33.92,18.42,19.9,晴
2015-11-09,北京,中国,亚洲,39.9,116.4,8.0,雨
2015-11-09,上海,中国,亚洲,31.23,121.47,11.1,多云
2015-11-09,东京,日本,亚洲,35.68,139.69,10.2,晴
2015-11-09,新加坡,新加坡,亚洲,1.35,103.82,26.5,晴
2015-11-09,孟买,印度,亚洲,19.08,72.88,28.2,晴
2015-11-09,伦敦,英国,欧洲,51.51,-0.13,8.2,多云
2015-11-09,巴黎,法国,欧洲,48.86,2.35,8.6,雨
2015-11-09,纽约,美国,北美,40.71,-74.01,8.8,雾
2015-11-09,洛杉矶,美国,北美,34.05,-118.24,11.3,晴
2015-11-09,圣保罗,巴西,南美,-23.55,-46.63,20.1,晴
2015-11-09,悉尼,澳大利亚,大洋洲,-33.87,151.21,17.8,晴
2015-11-09,开普敦,南非,非洲,-33.92,18.42,16.6,晴
2015-11-10,北京,中国,亚洲,39.9,116.4,6.0,多云
2015-11-10,上海,中国,亚洲,31.23,121.47,13.0,晴
2015-11-10,东京,日本,亚洲,35.68,139.69,12.6,多云
2015-11-10,新加坡,新加坡,亚洲,1.35,103.82,31.2,晴
2015-11-10,孟买,印度,亚洲,19.08,72.88,22.6,多云
2015-11-10,伦敦,英国,欧洲,51.51,-0.13,10.1,多云
2015-11-10,巴黎,法国,欧洲,48.86,2.35,9.7,雾
2015-11-10,纽约,美国,北美,40.71,-74.01,8.5,雾
2015-11-10,洛杉矶,美国,北美,34.05,-118.24,15.3,雨
2015-11-10,圣保罗,巴西,南美,-23.55,-46.63,22.7,晴
2015-11-10,悉尼,澳大利亚,大洋洲,-33.87,151.21,19.9,雨
2015-11-10,开普敦,南非,非洲,-33.92,18.42,16.8,晴
2015-11-11,北京,中国,亚洲,39.9,116.4,6.5,多云
2015-11-11,上海,中国,亚洲,31.23,121.47,13.7,多云
2015-11-11,东京,日本,亚洲,35.68,139.69,12.0,雨
2015-11-11,新加坡,新加坡,亚洲,1.35,103.82,25.8,雨
2015-11-11,孟买,印度,亚洲,19.08,72.88,25.6,晴
2015-11-11,伦敦,英国,欧洲,51.51,-0.13,8.3,多云
2015-11-11,巴黎,法国,欧洲,48.86,2.35,9.5,雨
2015-11-11,纽约,美国,北美,40.71,-74.01,6.1,雾
2015-11-11,洛杉矶,美国,北美,34.05,-118.24,14.1,雨
2015-11-11,圣保罗,巴西,南美,-23.55,-46.63,22.0,多云
2015-11-11,悉尼,澳大利亚,大洋洲,-33.87,151.21,20.3,雨
2015-11-11,开普敦,南非,非洲,-33.92,18.42,20.5,多云
2015-11-12,北京,中国,亚洲,39.9,116.4,9.7,多云
2015-11-12,上海,中国,亚洲,31.23,121.47,14.0,多云
2015-11-12,东京,日本,亚洲,35.68,139.69,13.6,晴
2015-11-12,新加坡,新加坡,亚洲,1.35,103.82,28.5,多云
2015-11-12,孟买,印度,亚洲,19.08,72.88,25.4,晴
2015-11-12,伦敦,英国,欧洲,51.51,-0.13,10.2,晴
2015-11-12,巴黎,法国,欧洲,48.86,2.35,9.6,多云
2015-11-12,纽约,美国,北美,40.71,-74.01,6.3,多云
2015-11-12,洛杉矶,美国,北美,34.05,-118.24,15.6,晴
2015-11-12,圣保罗,巴西,南美,-23.55,-46.63,20.7,多云
2015-11-12,悉尼,澳大利亚,大洋洲,-33.87,151.21,23.0,多云
2015-11-12,开普敦,南非,非洲,-33.92,18.42,19.3,多云
2015-11-13,北京,中国,亚洲,39.9,116.4,6.0,雾
2015-11-13,上海,中国,亚洲,31.23,121.47,15.2,晴
2015-11-13,东京,日本,亚洲,35.68,139.69,10.0,多云
2015-11-13,新加坡,新加坡,亚洲,1.35,103.82,25.9,多云
2015-11-13,孟买,印度,亚洲,19.08,72.88,26.2,晴
2015-11-13,伦敦,英国,欧洲,51.51,-0.13,11.3,雨
2015-11-13,巴黎,法国,欧洲,48.86,2.35,11.0,多云
2015-11-13,纽约,美国,北美,40.71,-74.01,10.8,晴
2015-11-13,洛杉矶,美国,北美,34.05,-118.24,17.9,晴
2015-11-13,圣保罗,巴西,南美,-23.55,-46.63,18.9,雨
2015-11-13,悉尼,澳大利亚,大洋洲,-33.87,151.21,18.4,雨
2015-11-13,开普敦,南非,非洲,-33.92,18.42,20.2,多云
2015-11-14,北京,中国,亚洲,39.9,116.4,6.5,雨
2015-11-14,上海,中国,亚洲,31.23,121.47,15.1,雨
2015-11-14,东京,日本,亚洲,35.68,139.69,11.5,雨
2015-11-14,新加坡,新加坡,亚洲,1.35,103.82,24.9,雨
2015-11-14,孟买,印度,亚洲,19.08,72.88,26.3,晴
2015-11-14,伦敦,英国,欧洲,51.51,-0.13,9.8,晴
2015-11-14,巴黎,法国,欧洲,48.86,2.35,6.2,多云
2015-11-14,纽约,美国,北美,40.71,-74.01,9.9,多云
2015-11-14,洛杉矶,美国,北美,34.05,-118.24,13.9,晴
2015-11-14,圣保罗,巴西,南美,-23.55,-46.63,22.3,多云
2015-11-14,悉尼,澳大利亚,大洋洲,-33.87,151.21,21.2,晴
2015-11-14,开普敦,南非,非洲,-33.92,18.42,19.7,雨
2015-11-15,北京,中国,亚洲,39.9,116.4,4.7,多云
2015-11-15,上海,中国,亚洲,31.23,121.47,16.1,晴
2015-11-15,东京,日本,亚洲,35.68,139.69,10.4,多云
2015-11-15,新加坡,新加坡,亚洲,1.35,103.82,26.7,雨
2015-11-15,孟买,印度,亚洲,19.08,72.88,25.9,雨
2015-11-15,伦敦,英国,欧洲,51.51,-0.13,4.4,多云
2015-11-15,巴黎,法国,欧洲,48.86,2.35,7.4,晴
2015-11-15,纽约,美国,北美,40.71,-74.01,8.4,晴
2015-11-15,洛杉矶,美国,北美,34.05,-118.24,18.1,雨
2015-11-15,圣保罗,巴西,南美,-23.55,-46.63,23.0,晴
2015-11-15,悉尼,澳大利亚,大洋洲,-33.87,151.21,22.1,晴
2015-11-15,开普敦,南非,非洲,-33.92,18.42,18.6,雨
2015-11-16,北京,中国,亚洲,39.9,116.4,7.9,晴
2015-11-16,上海,中国,亚洲,31.23,121.47,11.6,多云
2015-11-16,东京,日本,亚洲,35.68,139.69,12.1,晴
2015-11-16,新加坡,新加坡,亚洲,1.35,103.82,27.9,雨
2015-11-16,孟买,印度,亚洲,19.08,72.88,25.2,雨
2015-11-16,伦敦,英国,欧洲,51.51,-0.13,5.2,多云
2015-11-16,巴黎,法国,欧洲,48.86,2.35,9.2,多云
2015-11-16,纽约,美国,北美,40.71,-74.01,10.9,多云
2015-11-16,洛杉矶,美国,北美,34.05,-118.24,14.8,多云
2015-11-16,圣保罗,巴西,南美,-23.55,-46.63,22.5,晴
2015-11-16,悉尼,澳大利亚,大洋洲,-33.87,151.21,22.4,晴
2015-11-16,开普敦,南非,非洲,-33.92,18.42,19.8,晴
2015-11-17,北京,中国,亚洲,39.9,116.4,6.5,多云
2015-11-17,上海,中国,亚洲,31.23,121.47,13.9,多云
2015-11-17,东京,日本,亚洲,35.68,139.69,13.4,晴
2015-11-17,新加坡,新加坡,亚洲,1.35,103.82,28.4,晴
2015-11-17,孟买,印度,亚洲,19.08,72.88,26.7,晴
2015-11-17,伦敦,英国,欧洲,51.51,-0.13,7.5,晴
2015-11-17,巴黎,法国,欧洲,48.86,2.35,11.0,多云
2015-11-17,纽约,美国,北美,40.71,-74.01,9.0,雾
2015-11-17,洛杉矶,美国,北美,34.05,-118.24,14.4,多云
2015-11-17,圣保罗,巴西,南美,-23.55,-46.63,22.5,雨
2015-11-17,悉尼,澳大利亚,大洋洲,-33.87,151.21,21.6,雨
2015-11-17,开普敦,南非,非洲,-33.92,18.42,22.2,晴
2015-11-18,北京,中国,亚洲,39.9,116.4,8.5,多云
2015-11-18,上海,中国,亚洲,31.23,121.47,15.0,晴
2015-11-18,东京,日本,亚洲,35.68,139.69,10.2,晴
2015-11-18,新加坡,新加坡,亚洲,1.35,103.82,25.4,晴
2015-11-18,孟买,印度,亚洲,19.08,72.88,23.6,雨
2015-11-18,伦敦,英国,欧洲,51.51,-0.13,6.6,多云
2015-11-18,巴黎,法国,欧洲,48.86,2.35,9.1,雨
2015-11-18,纽约,美国,北美,40.71,-74.01,5.8,雾
2015-11-18,洛杉矶,美国,北美,34.05,-118.24,14.3,多云
2015-11-18,圣保罗,巴西,南美,-23.55,-46.63,19.0,雨
2015-11-18,悉尼,澳大利亚,大洋洲,-33.87,151.21,21.9,多云
2015-11-18,开普敦,南非,非洲,-33.92,18.42,17.9,雨
2015-11-19,北京,中国,亚洲,39.9,116.4,8.6,晴
2015-11-19,上海,中国,亚洲,31.23,121.47,13.7,晴
2015-11-19,东京,日本,亚洲,35.68,139.69,14.6,晴
2015-11-19,新加坡,新加坡,亚洲,1.35,103.82,28.1,晴
2015-11-19,孟买,印度,亚洲,19.08,72.88,25.6,多云
2015-11-19,伦敦,英国,欧洲,51.51,-0.13,8.9,多云
2015-11-19,巴黎,法国,欧洲,48.86,2.35,10.7,晴
2015-11-19,纽约,美国,北美,40.71,-74.01,8.6,雨
2015-11-19,洛杉矶,美国,北美,34.05,-118.24,15.5,雨
2015-11-19,圣保罗,巴西,南美,-23.55,-46.63,19.2,晴
2015-11-19,悉尼,澳大利亚,大洋洲,-33.87,151.21,21.1,晴
2015-11-19,开普敦,南非,非洲,-33.92,18.42,22.2,雨
2015-11-20,北京,中国,亚洲,39.9,116.4,8.9,晴
2015-11-20,上海,中国,亚洲,31.23,121.47,10.6,晴
2015-11-20,东京,日本,亚洲,35.68,139.69,9.5,多云
2015-11-20,新加坡,新加坡,亚洲,1.35,103.82,26.8,晴
2015-11-20,孟买,印度,亚洲,19.08,72.88,24.8,晴
2015-11-20,伦敦,英国,欧洲,51.51,-0.13,11.6,多云
2015-11-20,巴黎,法国,欧洲,48.86,2.35,9.2,晴
2015-11-20,纽约,美国,北美,40.71,-74.01,9.1,晴
2015-11-20,洛杉矶,美国,北美,34.05,-118.24,15.7,晴
2015-11-20,圣保罗,巴西,南美,-23.55,-46.63,22.6,多云
2015-11-20,悉尼,澳大利亚,大洋洲,-33.87,151.21,19.4,雨
2015-11-20,开普敦,南非,非洲,-33.92,18.42,19.0,晴
2015-11-21,北京,中国,亚洲,39.9,116.4,7.4,多云
2015-11-21,上海,中国,亚洲,31.23,121.47,15.1,雨
2015-11-21,东京,日本,亚洲,35.68,139.69,10.8,晴
2015-11-21,新加坡,新加坡,亚洲,1.35,103.82,24.7,晴
2015-11-21,孟买,印度,亚洲,19.08,72.88,25.6,雨
2015-11-21,伦敦,英国,欧洲,51.51,-0.13,10.4,多云
2015-11-21,巴黎,法国,欧洲,48.86,2.35,6.4,晴
2015-11-21,纽约,美国,北美,40.71,-74.01,8.0,晴
2015-11-21,洛杉矶,美国,北美,34.05,-118.24,16.4,多云
2015-11-21,圣保罗,巴西,南美,-23.55,-46.63,19.2,晴
2015-11-21,悉尼,澳大利亚,大洋洲,-33.87,151.21,19.9,晴
2015-11-21,开普敦,南非,非洲,-33.92,18.42,19.3,晴
2015-11-22,北京,中国,亚洲,39.9,116.4,11.2,多云
2015-11-22,上海,中国,亚洲,31.23,121.47,14.5,晴
2015-11-22,东京,日本,亚洲,35.68,139.69,12.9,多云
2015-11-22,新加坡,新加坡,亚洲,1.35,103.82,28.3,晴
2015-11-22,孟买,印度,亚洲,19.08,72.88,26.5,雨
2015-11-22,伦敦,英国,欧洲,51.51,-0.13,9.4,雨
2015-11-22,巴黎,法国,欧洲,48.86,2.35,8.3,晴
2015-11-22,纽约,美国,北美,40.71,-74.01,6.0,多云
2015-11-22,洛杉矶,美国,北美,34.05,-118.24,15.7,晴
2015-11-22,圣保罗,巴西,南美,-23.55,-46.63,22.2,晴
2015-11-22,悉尼,澳大利亚,大洋洲,-33.87,151.21,19.6,雨
2015-11-22,开普敦,南非,非洲,-33.92,18.42,17.8,多云
2015-11-23,北京,中国,亚洲,39.9,116.4,6.1,晴
2015-11-23,上海,中国,亚洲,31.23,121.47,12.4,晴
2015-11-23,东京,日本,亚洲,35.68,139.69,10.8,多云
2015-11-23,新加坡,新加坡,亚洲,1.35,103.82,25.5,晴
2015-11-23,孟买,印度,亚洲,19.08,72.88,27.3,晴
2015-11-23,伦敦,英国,欧洲,51.51,-0.13,7.6,多云
2015-11-23,巴黎,法国,欧洲,48.86,2.35,8.0,多云
2015-11-23,纽约,美国,北美,40.71,-74.01,7.9,晴
2015-11-23,洛杉矶,美国,北美,34.05,-118.24,16.1,晴
2015-11-23,圣保罗,巴西,南美,-23.55,-46.63,21.7,雨
2015-11-23,悉尼,澳大利亚,大洋洲,-33.87,151.21,21.2,雨
2015-11-23,开普敦,南非,非洲,-33.92,18.42,22.6,晴
2015-11-24,北京,中国,亚洲,39.9,116.4,5.4,雨
2015-11-24,上海,中国,亚洲,31.23,121.47,13.7,晴
2015-11-24,东京,日本,亚洲,35.68,139.69,9.5,多云
2015-11-24,新加坡,新加坡,亚洲,1.35,103.82,26.9,晴
2015-11-24,孟买,印度,亚洲,19.08,72.88,26.0,晴
2015-11-24,伦敦,英国,欧洲,51.51,-0.13,6.6,雨
2015-11-24,巴黎,法国,欧洲,48.86,2.35,9.5,多云
2015-11-24,纽约,美国,北美,40.71,-74.01,8.5,晴
2015-11-24,洛杉矶,美国,北美,34.05,-118.24,14.9,多云
2015-11-24,圣保罗,巴西,南美,-23.55,-46.63,24.3,晴
2015-11-24,悉尼,澳大利亚,大洋洲,-33.87,151.21,22.8,晴
2015-11-24,开普敦,南非,非洲,-33.92,18.42,18.5,雨
2015-11-25,北京,中国,亚洲,39.9,116.4,6.1,多云
2015-11-25,上海,中国,亚洲,31.23,121.47,12.6,多云
2015-11-25,东京,日本,亚洲,35.68,139.69,11.6,晴
2015-11-25,新加坡,新加坡,亚洲,1.35,103.82,24.0,雨
2015-11-25,孟买,印度,亚洲,19.08,72.88,24.4,晴
2015-11-25,伦敦,英国,欧洲,51.51,-0.13,11.0,晴
2015-11-25,巴黎,法国,欧洲,48.86,2.35,8.5,雨
2015-11-25,纽约,美国,北美,40.71,-74.01,7.4,晴
2015-11-25,洛杉矶,美国,北美,34.05,-118.24,18.5,多云
2015-11-25,圣保罗,巴西,南美,-23.55,-46.63,21.4,雨
2015-11-25,悉尼,澳大利亚,大洋洲,-33.87,151.21,19.0,晴
2015-11-25,开普敦,南非,非洲,-33.92,18.42,21.5,晴
2015-11-26,北京,中国,亚洲,39.9,116.4,5.1,雨
2015-11-26,上海,中国,亚洲,31.23,121.47,11.7,雨
2015-11-26,东京,日本,亚洲,35.68,139.69,10.9,晴
2015-11-26,新加坡,新加坡,亚洲,1.35,103.82,25.5,晴
2015-11-26,孟买,印度,亚洲,19.08,72.88,24.8,雨
2015-11-26,伦敦,英国,欧洲,51.51,-0.13,8.5,多云
2015-11-26,巴黎,法国,欧洲,48.86,2.35,9.5,雨
2015-11-26,纽约,美国,北美,40.71,-74.01,7.1,雨
2015-11-26,洛杉矶,美国,北美,34.05,-118.24,18.2,多云
2015-11-26,圣保罗,巴西,南美,-23.55,-46.63,17.2,多云
2015-11-26,悉尼,澳大利亚,大洋洲,-33.87,151.21,21.6,雨
2015-11-26,开普敦,南非,非洲,-33.92,18.42,17.8,晴
2015-11-27,北京,中国,亚洲,39.9,116.4,8.2,晴
2015-11-27,上海,中国,亚洲,31.23,121.47,11.6,多云
2015-11-27,东京,日本,亚洲,35.68,139.69,11.2,晴
2015-11-27,新加坡,新加坡,亚洲,1.35,103.82,26.9,晴
2015-11-27,孟买,印度,亚洲,19.08,72.88,23.7,多云
2015-11-27,伦敦,英国,欧洲,51.51,-0.13,9.0,雨
2015-11-27,巴黎,法国,欧洲,48.86,2.35,6.4,多云
2015-11-27,纽约,美国,北美,40.71,-74.01,7.2,雨
2015-11-27,洛杉矶,美国,北美,34.05,-118.24,13.5,多云
2015-11-27,圣保罗,巴西,南美,-23.55,-46.63,19.5,多云
2015-11-27,悉尼,澳大利亚,大洋洲,-33.87,151.21,19.3,晴
2015-11-27,开普敦,南非,非洲,-33.92,18.42,18.9,雨
2015-11-28,北京,中国,亚洲,39.9,116.4,4.1,多云
2015-11-28,上海,中国,亚洲,31.23,121.47,12.0,晴
2015-11-28,东京,日本,亚洲,35.68,139.69,11.8,晴
2015-11-28,新加坡,新加坡,亚洲,1.35,103.82,27.1,晴
2015-11-28,孟买,印度,亚洲,19.08,72.88,23.5,晴
2015-11-28,伦敦,英国,欧洲,51.51,-0.13,10.3,晴
2015-11-28,巴黎,法国,欧洲,48.86,2.35,10.3,雨
2015-11-28,纽约,美国,北美,40.71,-74.01,7.9,晴
2015-11-28,洛杉矶,美国,北美,34.05,-118.24,17.6,晴
2015-11-28,圣保罗,巴西,南美,-23.55,-46.63,23.5,多云
2015-11-28,悉尼,澳大利亚,大洋洲,-33.87,151.21,22.3,晴
2015-11-28,开普敦,南非,非洲,-33.92,18.42,17.9,晴
2015-11-29,北京,中国,亚洲,39.9,116.4,6.4,晴
2015-11-29,上海,中国,亚洲,31.23,121.47,12.6,晴
2015-11-29,东京,日本,亚洲,35.68,139.69,15.0,晴
2015-11-29,新加坡,新加坡,亚洲,1.35,103.82,27.1,晴
2015-11-29,孟买,印度,亚洲,19.08,72.88,25.7,晴
2015-11-29,伦敦,英国,欧洲,51.51,-0.13,8.5,雾
2015-11-29,巴黎,法国,欧洲,48.86,2.35,6.8,多云
2015-11-29,纽约,美国,北美,40.71,-74.01,11.0,多云
2015-11-29,洛杉矶,美国,北美,34.05,-118.24,14.9,雨
2015-11-29,圣保罗,巴西,南美,-23.55,-46.63,19.1,多云
2015-11-29,悉尼,澳大利亚,大洋洲,-33.87,151.21,19.0,雨
2015-11-29,开普敦,南非,非洲,-33.92,18.42,18.1,晴
2015-11-30,北京,中国,亚洲,39.9,116.4,7.2,雾
2015-11-30,上海,中国,亚洲,31.23,121.47,10.7,晴
2015-11-30,东京,日本,亚洲,35.68,139.69,8.4,多云
2015-11-30,新加坡,新加坡,亚洲,1.35,103.82,25.0,多云
2015-11-30,孟买,印度,亚洲,19.08,72.88,27.6,多云
2015-11-30,伦敦,英国,欧洲,51.51,-0.13,10.8,晴
2015-11-30,巴黎,法国,欧洲,48.86,2.35,5.6,晴
2015-11-30,纽约,美国,北美,40.71,-74.01,8.3,晴
2015-11-30,洛杉矶,美国,北美,34.05,-118.24,15.3,多云
2015-11-30,圣保罗,巴西,南美,-23.55,-46.63,23.7,雨
2015-11-30,悉尼,澳大利亚,大洋洲,-33.87,151.21,21.7,多云
2015-11-30,开普敦,南非,非洲,-33.92,18.42,18.4,多云
2015-12-01,北京,中国,亚洲,39.9,116.4,6.8,晴
2015-12-01,上海,中国,亚洲,31.23,121.47,11.2,雨
2015-12-01,东京,日本,亚洲,35.68,139.69,11.8,晴
2015-12-01,新加坡,新加坡,亚洲,1.35,103.82,26.2,晴
2015-12-01,孟买,印度,亚洲,19.08,72.88,26.5,雨
2015-12-01,伦敦,英国,欧洲,51.51,-0.13,6.0,晴
2015-12-01,巴黎,法国,欧洲,48.86,2.35,9.6,晴
2015-12-01,纽约,美国,北美,40.71,-74.01,8.0,晴
2015-12-01,洛杉矶,美国,北美,34.05,-118.24,12.4,多云
2015-12-01,圣保罗,巴西,南美,-23.55,-46.63,23.2,多云
2015-12-01,悉尼,澳大利亚,大洋洲,-33.87,151.21,23.0,多云
2015-12-01,开普敦,南非,非洲,-33.92,18.42,21.9,雨
2015-12-02,北京,中国,亚洲,39.9,116.4,7.1,雾
2015-12-02,上海,中国,亚洲,31.23,121.47,13.9,晴
2015-12-02,东京,日本,亚洲,35.68,139.69,11.3,雨
2015-12-02,新加坡,新加坡,亚洲,1.35,103.82,26.8,晴
2015-12-02,孟买,印度,亚洲,19.08,72.88,27.9,多云
2015-12-02,伦敦,英国,欧洲,51.51,-0.13,7.1,多云
2015-12-02,巴黎,法国,欧洲,48.86,2.35,7.9,雨
2015-12-02,纽约,美国,北美,40.71,-74.01,6.3,多云
2015-12-02,洛杉矶,美国,北美,34.05,-118.24,12.8,晴
2015-12-02,圣保罗,巴西,南美,-23.55,-46.63,23.5,晴
2015-12-02,悉尼,澳大利亚,大洋洲,-33.87,151.21,19.9,雨
2015-12-02,开普敦,南非,非洲,-33.92,18.42,20.9,多云
2015-12-03,北京,中国,亚洲,39.9,116.4,3.8,晴
2015-12-03,上海,中国,亚洲,31.23,121.47,11.3,雨
2015-12-03,东京,日本,亚洲,35.68,139.69,7.6,多云
2015-12-03,新加坡,新加坡,亚洲,1.35,103.82,25.1,晴
2015-12-03,孟买,印度,亚洲,19.08,72.88,25.8,晴
2015-12-03,伦敦,英国,欧洲,51.51,-0.13,7.5,雨
2015-12-03,巴黎,法国,欧洲,48.86,2.35,8.3,晴
2015-12-03,纽约,美国,北美,40.71,-74.01,7.9,晴
2015-12-03,洛杉矶,美国,北美,34.05,-118.24,15.8,晴
